country,year,sector,investment_usd,sector_label,log_investment_usd,investment_tier,industry_group,period,investment_bn
World,2022,generative_ai,2640524214,Generative AI,9.421690154387804,High,Technology,2021-2023,2.640524214
World,2023,generative_ai,22434435372,Generative AI,10.350915143719305,High,Technology,2021-2023,22.434435372
World,2023,hardware,275681636,Hardware,8.44040783738074,Medium,Technology,2021-2023,0.275681636
World,2017,insurtech,176873507,InsurTech,8.247662786977775,Medium,Financial Services,2017-2018,0.176873507
World,2018,insurtech,151074208,InsurTech,8.179190326156428,Medium,Financial Services,2017-2018,0.151074208
World,2019,insurtech,773722580,InsurTech,8.888585271313213,High,Financial Services,2019-2020,0.77372258
World,2020,insurtech,628187104,InsurTech,8.798089016559262,High,Financial Services,2019-2020,0.628187104
World,2021,insurtech,1570000000,InsurTech,9.195899652409233,High,Financial Services,2021-2023,1.57
World,2022,insurtech,1259226685,InsurTech,9.100103918497718,High,Financial Services,2021-2023,1.259226685
World,2023,insurtech,533577360,InsurTech,8.72719739393011,High,Financial Services,2021-2023,0.53357736
World,2017,legal_tech,110545942,LegalTech,8.04354280481293,Low,Professional Services,2017-2018,0.110545942
World,2018,legal_tech,410058565,LegalTech,8.612845887548902,Medium,Professional Services,2017-2018,0.410058565
World,2019,legal_tech,1112888642,LegalTech,9.04645171008094,High,Professional Services,2019-2020,1.112888642
World,2020,legal_tech,513019468,LegalTech,8.710133845978385,High,Professional Services,2019-2020,0.513019468
World,2021,legal_tech,1270000000,LegalTech,9.103803720955957,High,Professional Services,2021-2023,1.27
World,2022,legal_tech,592577264,LegalTech,8.772744984456278,High,Professional Services,2021-2023,0.592577264
World,2023,legal_tech,373504152,LegalTech,8.572295433944367,Medium,Professional Services,2021-2023,0.373504152
World,2017,manufacturing,121600536,Manufacturing,8.084935489256859,Medium,Manufacturing,2017-2018,0.121600536
World,2018,manufacturing,258984357,Manufacturing,8.413273532908473,Medium,Manufacturing,2017-2018,0.258984357
World,2019,manufacturing,84791516,Manufacturing,7.928352400149269,Low,Manufacturing,2019-2020,0.084791516
World,2020,manufacturing,481610113,Manufacturing,8.682695597797075,Medium,Manufacturing,2019-2020,0.481610113
World,2021,manufacturing,780000000,Manufacturing,8.89209460269048,High,Manufacturing,2021-2023,0.78
World,2022,manufacturing,620354323,Manufacturing,8.792639812998198,High,Manufacturing,2021-2023,0.620354323
World,2023,manufacturing,791473083,Manufacturing,8.898436149642661,High,Manufacturing,2021-2023,0.791473083
World,2017,marketing__digital_ads,143709724,Marketing & Digital Ads,8.157486155306552,Medium,Media & Marketing,2017-2018,0.143709724
World,2018,marketing__digital_ads,194238268,Marketing & Digital Ads,8.288334796859145,Medium,Media & Marketing,2017-2018,0.194238268
World,2019,marketing__digital_ads,275572426,Marketing & Digital Ads,8.44023575955217,Medium,Media & Marketing,2019-2020,0.275572426
World,2020,marketing__digital_ads,1591407331,Marketing & Digital Ads,9.201781354356903,High,Media & Marketing,2019-2020,1.591407331
World,2021,marketing__digital_ads,770000000,Marketing & Digital Ads,8.886490725172482,High,Media & Marketing,2021-2023,0.77
World,2022,marketing__digital_ads,703685500,Marketing & Digital Ads,8.847378602136011,High,Media & Marketing,2021-2023,0.7036855
World,2023,marketing__digital_ads,942653335,Marketing & Digital Ads,8.974352008350522,High,Media & Marketing,2021-2023,0.942653335
World,2017,medical_and_healthcare,641166462,Medical & Healthcare,8.806970797292106,High,Healthcare,2017-2018,0.641166462
World,2018,medical_and_healthcare,1122265548,Medical & Healthcare,9.050095630882629,High,Healthcare,2017-2018,1.122265548
World,2019,medical_and_healthcare,2342365618,Medical & Healthcare,9.369654684710238,High,Healthcare,2019-2020,2.342365618
World,2020,medical_and_healthcare,5412878882,Medical & Healthcare,9.733428309472819,High,Healthcare,2019-2020,5.412878882
World,2021,medical_and_healthcare,11460000000,Medical & Healthcare,10.059184617631372,High,Healthcare,2021-2023,11.46
World,2022,medical_and_healthcare,8499780124,Medical & Healthcare,9.929407691341517,High,Healthcare,2021-2023,8.499780124
World,2023,medical_and_healthcare,3735041517,Medical & Healthcare,9.572295433595539,High,Healthcare,2021-2023,3.735041517
World,2017,nlp__customer_support,1249169142,NLP & Customer Support,9.096621247392417,High,Technology,2017-2018,1.249169142
World,2018,nlp__customer_support,3097021271,NLP & Customer Support,9.49094418819379,High,Technology,2017-2018,3.097021271
World,2019,nlp__customer_support,5193480331,NLP & Customer Support,9.715458491178886,High,Technology,2019-2020,5.193480331
World,2020,nlp__customer_support,4721873067,NLP & Customer Support,9.674114308231395,High,Technology,2019-2020,4.721873067
World,2021,nlp__customer_support,17760000000,NLP & Customer Support,10.249442961442583,High,Technology,2021-2023,17.76
World,2022,nlp__customer_support,8870140914,NLP & Customer Support,9.947930519232687,High,Technology,2021-2023,8.870140914
World,2023,nlp__customer_support,7167722529,NLP & Customer Support,9.855381184927424,High,Technology,2021-2023,7.167722529
World,2017,quantum_computing,132655130,Quantum Computing,8.12272404955101,Medium,Technology,2017-2018,0.13265513
World,2018,quantum_computing,75537104,Quantum Computing,7.878160330492447,Low,Technology,2017-2018,0.075537104
World,2019,quantum_computing,169583031,Quantum Computing,8.229382393252294,Medium,Technology,2019-2020,0.169583031
World,2020,quantum_computing,345502907,Quantum Computing,8.538451705802107,Medium,Technology,2019-2020,0.345502907
World,2021,quantum_computing,570000000,Quantum Computing,8.755874855672491,High,Technology,2021-2023,0.57
World,2022,quantum_computing,694426481,Quantum Computing,8.84162627370774,High,Technology,2021-2023,0.694426481
World,2023,quantum_computing,1751912330,Quantum Computing,9.243512369212263,High,Technology,2021-2023,1.75191233
World,2017,retail,187928101,Retail,8.27399172526682,Medium,Retail & Consumer,2017-2018,0.187928101
World,2018,retail,172656238,Retail,8.237182273852792,Medium,Retail & Consumer,2017-2018,0.172656238
World,2019,retail,137786213,Retail,8.139205763888189,Medium,Retail & Consumer,2019-2020,0.137786213
World,2020,retail,638656889,Retail,8.80526760114105,High,Retail & Consumer,2019-2020,0.638656889
World,2021,retail,780000000,Retail,8.89209460269048,High,Retail & Consumer,2021-2023,0.78
World,2022,retail,870347856,Retail,8.939692863822595,High,Retail & Consumer,2021-2023,0.870347856
World,2023,retail,595828051,Retail,8.7751209455184,High,Retail & Consumer,2021-2023,0.595828051
